name	taxonomy_id	taxonomy_lvl	119_S24.F.bracken_num	119_S24.F.bracken_frac	120_S25.F.bracken_num	120_S25.F.bracken_frac	140_S26.F.bracken_num	140_S26.F.bracken_frac	147_S27.F.bracken_num	147_S27.F.bracken_frac	177_S28.F.bracken_num	177_S28.F.bracken_frac	178_S29.F.bracken_num	178_S29.F.bracken_frac	179_S31.F.bracken_num	179_S31.F.bracken_frac	209_S30.F.bracken_num	209_S30.F.bracken_frac	214_S32.F.bracken_num	214_S32.F.bracken_frac	82_S21.F.bracken_num	82_S21.F.bracken_frac	88_S22.F.bracken_num	88_S22.F.bracken_frac	99_S23.F.bracken_num	99_S23.F.bracken_frac	BLB_S18.F.bracken_num	BLB_S18.F.bracken_frac	BLB_WG4.F.bracken_num	BLB_WG4.F.bracken_frac	BLR_S17.F.bracken_num	BLR_S17.F.bracken_frac	BLR_WG4.F.bracken_num	BLR_WG4.F.bracken_frac	BLS_S16.F.bracken_num	BLS_S16.F.bracken_frac	DC06_S1.F.bracken_num	DC06_S1.F.bracken_frac	DC10_S2.F.bracken_num	DC10_S2.F.bracken_frac	DC11_S3.F.bracken_num	DC11_S3.F.bracken_frac	DC17_S4.F.bracken_num	DC17_S4.F.bracken_frac	DM13_S9.F.bracken_num	DM13_S9.F.bracken_frac	DM14_S10.F.bracken_num	DM14_S10.F.bracken_frac	DM15_S11.F.bracken_num	DM15_S11.F.bracken_frac	DM16_S12.F.bracken_num	DM16_S12.F.bracken_frac	GG01_S14.F.bracken_num	GG01_S14.F.bracken_frac	GH01_S13.F.bracken_num	GH01_S13.F.bracken_frac	GN13_S5.F.bracken_num	GN13_S5.F.bracken_frac	GN15_S6.F.bracken_num	GN15_S6.F.bracken_frac	GN18_S7.F.bracken_num	GN18_S7.F.bracken_frac	GN19_S8.F.bracken_num	GN19_S8.F.bracken_frac	NEG_S33.F.bracken_num	NEG_S33.F.bracken_frac	OC01_S15.F.bracken_num	OC01_S15.F.bracken_frac
Mithracidae	553065	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	254	0.00002	0	0.00000	0	0.00000	327	0.00003	141	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	469	0.00004	558	0.00007	188	0.00002	382	0.00003	0	0.00000	0	0.00000	0	0.00000
Liagoraceae	31484	F	0	0.00000	15	0.00000	0	0.00000	0	0.00000	15	0.00000	13	0.00000	20	0.00000	11	0.00000	24	0.00000	17	0.00000	20	0.00000	0	0.00000	34	0.00000	356	0.00004	30	0.00001	211	0.00002	275	0.00003	51	0.00000	0	0.00000	83	0.00001	16	0.00000	20	0.00000	80	0.00001	28	0.00000	39	0.00000	0	0.00000	24	0.00000	16	0.00000	286	0.00003	121	0.00001	24	0.00000	0	0.00000	22	0.00000
Cellvibrionaceae	1706371	F	403	0.00006	425	0.00006	207	0.00002	242	0.00002	360	0.00003	261	0.00003	229	0.00002	395	0.00004	424	0.00005	222	0.00002	268	0.00003	258	0.00005	908	0.00010	2102	0.00022	600	0.00010	1121	0.00011	2491	0.00023	1295	0.00011	376	0.00003	2030	0.00016	938	0.00009	470	0.00009	1440	0.00015	1069	0.00012	1443	0.00015	790	0.00011	831	0.00007	269	0.00004	1042	0.00010	3675	0.00033	2416	0.00026	0	0.00000	303	0.00004
Ptiliidae	75545	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micropezidae	115293	F	231	0.00004	137	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Coxiellaceae	118968	F	79	0.00001	382	0.00006	112	0.00001	121	0.00001	380	0.00003	238	0.00002	381	0.00004	126	0.00001	96	0.00001	150	0.00002	1070	0.00010	226	0.00004	257	0.00003	1578	0.00016	941	0.00016	237	0.00002	483	0.00004	529	0.00005	254	0.00002	1187	0.00010	267	0.00003	314	0.00006	1899	0.00020	419	0.00005	463	0.00005	3751	0.00053	951	0.00008	175	0.00002	467	0.00005	1463	0.00013	287	0.00003	0	0.00000	118	0.00002
Lichtheimiaceae	499202	F	243	0.00004	233	0.00003	4143	0.00042	4866	0.00044	414	0.00004	384	0.00004	380	0.00004	341	0.00003	276	0.00003	500	0.00005	457	0.00004	198	0.00004	300	0.00003	198	0.00002	175	0.00003	127	0.00001	233	0.00002	287	0.00002	113	0.00001	308	0.00002	189	0.00002	151	0.00003	154	0.00002	194	0.00002	235	0.00002	1666	0.00024	302	0.00003	255	0.00003	233	0.00002	349	0.00003	163	0.00002	0	0.00000	222	0.00003
Tenebrionidae	7065	F	767	0.00012	827	0.00012	6009	0.00061	4842	0.00044	2280	0.00021	1517	0.00015	1826	0.00019	2054	0.00021	808	0.00009	1923	0.00021	3173	0.00031	646	0.00012	953	0.00011	781	0.00008	822	0.00014	1364	0.00014	1087	0.00010	1007	0.00009	468	0.00004	1360	0.00011	1912	0.00018	2145	0.00039	854	0.00009	702	0.00008	589	0.00006	601	0.00009	633	0.00005	620	0.00008	482	0.00005	921	0.00008	416	0.00004	0	0.00000	3878	0.00051
Bondarzewiaceae	40420	F	147	0.00002	119	0.00002	116	0.00001	154	0.00001	209	0.00002	216	0.00002	187	0.00002	181	0.00002	163	0.00002	136	0.00001	147	0.00001	153	0.00003	189	0.00002	284	0.00003	116	0.00002	213	0.00002	569	0.00005	206	0.00002	58	0.00001	223	0.00002	180	0.00002	134	0.00002	263	0.00003	148	0.00002	400	0.00004	304	0.00004	113	0.00001	139	0.00002	440	0.00004	264	0.00002	194	0.00002	0	0.00000	155	0.00002
Mymaridae	162252	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	713	0.00007	0	0.00000	1459	0.00015	1463	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thismiaceae	1898023	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anelloviridae	687329	F	67	0.00001	59	0.00001	82	0.00001	218	0.00002	100	0.00001	112	0.00001	177	0.00002	111	0.00001	255	0.00003	102	0.00001	99	0.00001	100	0.00002	126	0.00001	98	0.00001	68	0.00001	148	0.00002	118	0.00001	327	0.00003	92	0.00001	332	0.00003	125	0.00001	63	0.00001	147	0.00002	127	0.00001	99	0.00001	209	0.00003	194	0.00002	207	0.00003	503	0.00005	563	0.00005	74	0.00001	0	0.00000	128	0.00002
Entomoplasmataceae	33925	F	82	0.00001	100	0.00001	91	0.00001	103	0.00001	188	0.00002	134	0.00001	135	0.00001	135	0.00001	306	0.00004	107	0.00001	159	0.00002	70	0.00001	362	0.00004	21704	0.00224	166	0.00003	33030	0.00337	27082	0.00250	1271	0.00011	611	0.00005	1836	0.00015	834	0.00008	445	0.00008	5369	0.00056	1262	0.00015	1610	0.00017	11069	0.00158	885	0.00007	1157	0.00016	11335	0.00112	6183	0.00056	1617	0.00017	0	0.00000	89	0.00001
Hydraenidae	110044	F	0	0.00000	71	0.00001	188	0.00002	277	0.00003	295	0.00003	262	0.00003	110	0.00001	97	0.00001	276	0.00003	163	0.00002	464	0.00005	136	0.00002	193	0.00002	0	0.00000	217	0.00004	392	0.00004	223	0.00002	631	0.00005	0	0.00000	266	0.00002	0	0.00000	0	0.00000	246	0.00003	757	0.00009	110	0.00001	104	0.00001	0	0.00000	0	0.00000	126	0.00001	123	0.00001	0	0.00000	0	0.00000	258	0.00003
Viviparidae	54976	F	101	0.00002	108	0.00002	231	0.00002	130	0.00001	178	0.00002	159	0.00002	133	0.00001	155	0.00002	268	0.00003	126	0.00001	90	0.00001	50	0.00001	282	0.00003	0	0.00000	201	0.00003	0	0.00000	0	0.00000	122	0.00001	24	0.00000	22	0.00000	108	0.00001	72	0.00001	34	0.00000	39	0.00000	195	0.00002	0	0.00000	149	0.00001	360	0.00005	43	0.00000	263	0.00002	50	0.00001	0	0.00000	100	0.00001
Silphidae	57514	F	487	0.00008	416	0.00006	513	0.00005	611	0.00006	552	0.00005	406	0.00004	435	0.00005	553	0.00006	469	0.00005	1017	0.00011	993	0.00010	310	0.00006	858	0.00010	307	0.00003	452	0.00008	410	0.00004	298	0.00003	552	0.00005	216	0.00002	389	0.00003	327	0.00003	219	0.00004	506	0.00005	275	0.00003	412	0.00004	412	0.00006	352	0.00003	362	0.00005	505	0.00005	396	0.00004	201	0.00002	0	0.00000	469	0.00006
Loliginidae	6615	F	29	0.00000	29	0.00000	23	0.00000	21	0.00000	24	0.00000	27	0.00000	50	0.00001	0	0.00000	23	0.00000	17	0.00000	122	0.00001	0	0.00000	222	0.00002	0	0.00000	129	0.00002	42	0.00000	0	0.00000	202	0.00002	0	0.00000	43	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Sphaerobolaceae	68784	F	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00001	70	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lygodiaceae	693765	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pycnonotidae	36294	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Smittinidae	192925	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Asteraceae	4210	F	3162	0.00049	3001	0.00045	3585	0.00036	3429	0.00031	4430	0.00040	4195	0.00042	3330	0.00035	3768	0.00038	4525	0.00053	3265	0.00035	4277	0.00042	3533	0.00065	4537	0.00050	13740	0.00142	3017	0.00051	7565	0.00077	8267	0.00076	4044	0.00035	1200	0.00011	5643	0.00045	2367	0.00022	1564	0.00028	4407	0.00046	2945	0.00034	2613	0.00028	3718	0.00053	3015	0.00025	2714	0.00036	4220	0.00042	5279	0.00048	1790	0.00019	0	0.00000	2711	0.00036
Pleurastraceae	2682564	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00001	54	0.00001	62	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Syntrophotaleaceae	2812024	F	180	0.00003	181	0.00003	264	0.00003	43	0.00000	329	0.00003	341	0.00003	278	0.00003	427	0.00004	294	0.00003	204	0.00002	251	0.00002	380	0.00007	332	0.00004	254	0.00003	768	0.00013	475	0.00005	838	0.00008	1015	0.00009	315	0.00003	1498	0.00012	787	0.00007	70	0.00001	979	0.00010	860	0.00010	1184	0.00013	57	0.00001	665	0.00006	252	0.00003	583	0.00006	935	0.00008	150	0.00002	0	0.00000	20	0.00000
Hepeviridae	291484	F	0	0.00000	10	0.00000	0	0.00000	10	0.00000	15	0.00000	21	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	28	0.00001	13	0.00000	12	0.00000	0	0.00000	38	0.00000	19	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	14	0.00000	28	0.00000	15	0.00000	0	0.00000	0	0.00000	18	0.00000	11	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	10	0.00000
Lobophylliidae	1328273	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Daphniidae	77658	F	4075	0.00064	4054	0.00061	4306	0.00044	4791	0.00044	5906	0.00053	5157	0.00051	4484	0.00048	4802	0.00048	3438	0.00040	4015	0.00043	3064	0.00030	4187	0.00077	3152	0.00035	2702	0.00028	2090	0.00036	2818	0.00029	3460	0.00032	4234	0.00037	1597	0.00014	2484	0.00020	2938	0.00028	2208	0.00040	2483	0.00026	2164	0.00025	1874	0.00020	1508	0.00021	3084	0.00026	2973	0.00040	2724	0.00027	2788	0.00025	1287	0.00014	0	0.00000	2489	0.00033
Falconidae	8949	F	1448	0.00023	1423	0.00021	2379	0.00024	2740	0.00025	2254	0.00020	1969	0.00020	1949	0.00021	2344	0.00023	1555	0.00018	1482	0.00016	1210	0.00012	981	0.00018	1711	0.00019	1259	0.00013	1049	0.00018	1019	0.00010	1313	0.00012	1759	0.00015	672	0.00006	1372	0.00011	1370	0.00013	730	0.00013	727	0.00008	861	0.00010	982	0.00010	453	0.00006	1169	0.00010	1251	0.00017	601	0.00006	1056	0.00010	656	0.00007	0	0.00000	1437	0.00019
Opecoelidae	73345	F	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rheidae	8793	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lotidae	81641	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cryphonectriaceae	399129	F	848	0.00013	734	0.00011	775	0.00008	893	0.00008	1792	0.00016	1416	0.00014	1674	0.00018	1161	0.00012	883	0.00010	836	0.00009	490	0.00005	672	0.00012	1267	0.00014	926	0.00010	822	0.00014	532	0.00005	662	0.00006	1353	0.00012	436	0.00004	1051	0.00008	1021	0.00010	641	0.00012	840	0.00009	651	0.00008	726	0.00008	677	0.00010	1143	0.00010	874	0.00012	696	0.00007	888	0.00008	648	0.00007	0	0.00000	642	0.00009
Nephropidae	6704	F	11421	0.00178	11688	0.00174	19080	0.00193	19121	0.00174	19215	0.00173	15924	0.00158	16838	0.00179	18316	0.00184	13255	0.00154	21660	0.00233	8735	0.00085	14228	0.00260	13886	0.00154	804	0.00008	8771	0.00150	2072	0.00021	851	0.00008	7543	0.00065	2241	0.00020	1648	0.00013	5369	0.00051	3603	0.00065	691	0.00007	1451	0.00017	1071	0.00011	1465	0.00021	7413	0.00062	9364	0.00126	2966	0.00029	3937	0.00036	1442	0.00015	0	0.00000	7560	0.00100
Georissidae	290634	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	181	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mellitidae	39184	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Diogenidae	6749	F	0	0.00000	16	0.00000	0	0.00000	0	0.00000	23	0.00000	13	0.00000	27	0.00000	30	0.00000	27	0.00000	0	0.00000	0	0.00000	19	0.00000	167	0.00002	0	0.00000	287	0.00005	66	0.00001	0	0.00000	56	0.00000	17	0.00000	0	0.00000	68	0.00001	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00000	89	0.00001	26	0.00000	61	0.00001	0	0.00000	0	0.00000	14	0.00000
Mixiaceae	165795	F	36	0.00001	38	0.00001	60	0.00001	71	0.00001	44	0.00000	24	0.00000	31	0.00000	71	0.00001	40	0.00000	62	0.00001	26	0.00000	40	0.00001	34	0.00000	87	0.00001	26	0.00000	144	0.00001	12	0.00000	39	0.00000	21	0.00000	44	0.00000	49	0.00000	28	0.00001	67	0.00001	50	0.00001	60	0.00001	22	0.00000	23	0.00000	26	0.00000	26	0.00000	35	0.00000	23	0.00000	0	0.00000	21	0.00000
Saprolegniaceae	4764	F	354	0.00006	355	0.00005	419	0.00004	544	0.00005	555	0.00005	446	0.00004	429	0.00005	565	0.00006	991	0.00012	578	0.00006	729	0.00007	434	0.00008	811	0.00009	869	0.00009	417	0.00007	1291	0.00013	1623	0.00015	937	0.00008	398	0.00004	1228	0.00010	860	0.00008	456	0.00008	746	0.00008	690	0.00008	874	0.00009	834	0.00012	862	0.00007	552	0.00007	1197	0.00012	1274	0.00012	854	0.00009	0	0.00000	398	0.00005
Splachnaceae	61531	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nesticidae	44401	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cervidae	9850	F	24109	0.00377	25073	0.00374	35566	0.00360	39158	0.00356	34692	0.00312	29467	0.00293	28644	0.00304	36954	0.00370	29636	0.00344	44297	0.00477	811482	0.07883	23132	0.00423	39993	0.00443	18738	0.00194	25961	0.00443	22231	0.00227	23326	0.00216	31247	0.00270	9319	0.00083	19769	0.00159	20979	0.00197	14727	0.00267	16243	0.00168	12487	0.00146	13158	0.00140	13955	0.00199	28336	0.00238	30240	0.00406	19315	0.00190	23229	0.00211	10400	0.00111	0	0.00000	29516	0.00391
Brevibacteriaceae	85019	F	244	0.00004	308	0.00005	422	0.00004	584	0.00005	667	0.00006	298	0.00003	418	0.00004	385	0.00004	534	0.00006	345	0.00004	728	0.00007	451	0.00008	865	0.00010	5279	0.00055	698	0.00012	8334	0.00085	5145	0.00048	2013	0.00017	844	0.00008	7816	0.00063	4191	0.00039	3041	0.00055	8202	0.00085	5315	0.00062	7990	0.00085	3801	0.00054	1905	0.00016	854	0.00011	9064	0.00089	9856	0.00090	15536	0.00166	0	0.00000	392	0.00005
Pyrenulaceae	146307	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00001	61	0.00001	87	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Melioribacteraceae	1334117	F	105	0.00002	0	0.00000	74	0.00001	83	0.00001	152	0.00001	112	0.00001	73	0.00001	0	0.00000	132	0.00002	64	0.00001	130	0.00001	0	0.00000	178	0.00002	1521	0.00016	230	0.00004	921	0.00009	1838	0.00017	586	0.00005	142	0.00001	1314	0.00011	424	0.00004	163	0.00003	570	0.00006	478	0.00006	456	0.00005	220	0.00003	237	0.00002	93	0.00001	226	0.00002	387	0.00004	156	0.00002	0	0.00000	0	0.00000
Theraphosidae	6895	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	98	0.00001	216	0.00002	95	0.00001	0	0.00000	0	0.00000	0	0.00000	1459	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	88	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudococcidae	30190	F	16	0.00000	19	0.00000	19	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	37	0.00000	26	0.00000	0	0.00000	11	0.00000	109	0.00001	0	0.00000	92	0.00001	89	0.00001	15	0.00000	0	0.00000	25	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	37	0.00000	16	0.00000	12	0.00000	16	0.00000	0	0.00000	0	0.00000
Calappidae	6797	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	381	0.00003	192	0.00002	0	0.00000	185	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30478	0.00256	36734	0.00493	27984	0.00275	35030	0.00318	10624	0.00113	0	0.00000	176	0.00002
Diopsidae	139644	F	552	0.00009	616	0.00009	818	0.00008	1034	0.00009	1613	0.00015	1653	0.00016	1216	0.00013	813	0.00008	517	0.00006	698	0.00008	894	0.00009	374	0.00007	930	0.00010	732	0.00008	491	0.00008	1135	0.00012	1657	0.00015	848	0.00007	259	0.00002	680	0.00005	454	0.00004	322	0.00006	652	0.00007	364	0.00004	407	0.00004	325	0.00005	634	0.00005	494	0.00007	696	0.00007	696	0.00006	312	0.00003	0	0.00000	833	0.00011
Apterygidae	8820	F	18331	0.00286	18695	0.00279	25125	0.00254	28376	0.00258	28557	0.00257	23916	0.00238	23912	0.00254	31042	0.00311	24634	0.00286	26081	0.00281	21412	0.00208	16611	0.00304	24482	0.00271	21276	0.00220	16497	0.00281	23712	0.00242	26678	0.00247	24288	0.00210	8435	0.00075	18798	0.00151	16979	0.00160	11345	0.00206	15274	0.00158	11934	0.00140	11962	0.00127	14785	0.00211	20919	0.00175	20783	0.00279	16830	0.00166	19164	0.00174	9792	0.00104	0	0.00000	20746	0.00275
Mesostigmataceae	35428	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001	0	0.00000	273	0.00003	124	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tombusviridae	39738	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	45	0.00001	0	0.00000	20	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plakinidae	81001	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
