name	taxonomy_id	taxonomy_lvl	119_S24.O.bracken_num	119_S24.O.bracken_frac	120_S25.O.bracken_num	120_S25.O.bracken_frac	140_S26.O.bracken_num	140_S26.O.bracken_frac	147_S27.O.bracken_num	147_S27.O.bracken_frac	177_S28.O.bracken_num	177_S28.O.bracken_frac	178_S29.O.bracken_num	178_S29.O.bracken_frac	179_S31.O.bracken_num	179_S31.O.bracken_frac	209_S30.O.bracken_num	209_S30.O.bracken_frac	214_S32.O.bracken_num	214_S32.O.bracken_frac	82_S21.O.bracken_num	82_S21.O.bracken_frac	88_S22.O.bracken_num	88_S22.O.bracken_frac	99_S23.O.bracken_num	99_S23.O.bracken_frac	BLB_S18.O.bracken_num	BLB_S18.O.bracken_frac	BLB_WG4.O.bracken_num	BLB_WG4.O.bracken_frac	BLR_S17.O.bracken_num	BLR_S17.O.bracken_frac	BLR_WG4.O.bracken_num	BLR_WG4.O.bracken_frac	BLS_S16.O.bracken_num	BLS_S16.O.bracken_frac	DC06_S1.O.bracken_num	DC06_S1.O.bracken_frac	DC10_S2.O.bracken_num	DC10_S2.O.bracken_frac	DC11_S3.O.bracken_num	DC11_S3.O.bracken_frac	DC17_S4.O.bracken_num	DC17_S4.O.bracken_frac	DM13_S9.O.bracken_num	DM13_S9.O.bracken_frac	DM14_S10.O.bracken_num	DM14_S10.O.bracken_frac	DM15_S11.O.bracken_num	DM15_S11.O.bracken_frac	DM16_S12.O.bracken_num	DM16_S12.O.bracken_frac	GG01_S14.O.bracken_num	GG01_S14.O.bracken_frac	GH01_S13.O.bracken_num	GH01_S13.O.bracken_frac	GN13_S5.O.bracken_num	GN13_S5.O.bracken_frac	GN15_S6.O.bracken_num	GN15_S6.O.bracken_frac	GN18_S7.O.bracken_num	GN18_S7.O.bracken_frac	GN19_S8.O.bracken_num	GN19_S8.O.bracken_frac	NEG_S33.O.bracken_num	NEG_S33.O.bracken_frac	OC01_S15.O.bracken_num	OC01_S15.O.bracken_frac
Balanomorpha	2899670	O	3215	0.00050	3377	0.00050	1910	0.00019	2177	0.00020	1808	0.00016	1684	0.00017	1406	0.00015	1340	0.00013	1065	0.00012	1497	0.00016	2012	0.00020	807	0.00015	1352	0.00015	1198	0.00012	800	0.00014	3294	0.00034	1679	0.00016	1424	0.00012	483	0.00004	1048	0.00008	1559	0.00015	1012	0.00018	1479	0.00015	645	0.00008	803	0.00009	428	0.00006	1076	0.00009	966	0.00013	1251	0.00012	1279	0.00012	917	0.00010	0	0.00000	1103	0.00015
Boraginales	1538097	O	0	0.00000	0	0.00000	33	0.00000	18	0.00000	96	0.00001	89	0.00001	49	0.00001	67	0.00001	27	0.00000	36	0.00000	33	0.00000	18	0.00000	97	0.00001	39	0.00000	55	0.00001	61	0.00001	0	0.00000	23	0.00000	0	0.00000	93	0.00001	64	0.00001	60	0.00001	0	0.00000	0	0.00000	13	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	65	0.00001
Cyclopoida	84308	O	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	51	0.00001	0	0.00000	0	0.00000	35	0.00000	23	0.00000	25	0.00000	143	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	562	0.00005	0	0.00000	35	0.00000	250	0.00002	196	0.00004	0	0.00000	0	0.00000	322	0.00003	0	0.00000	428	0.00004	1019	0.00014	633	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haplopharyngida	66723	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	369	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Metteniusales	1802789	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	184	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gruiformes	9108	O	506	0.00008	489	0.00007	649	0.00007	695	0.00006	924	0.00008	740	0.00007	754	0.00008	852	0.00009	1076	0.00013	667	0.00007	487	0.00005	356	0.00007	796	0.00009	612	0.00006	623	0.00011	728	0.00007	1185	0.00011	740	0.00006	238	0.00002	425	0.00003	561	0.00005	449	0.00008	840	0.00009	470	0.00005	418	0.00004	247	0.00004	783	0.00007	633	0.00009	450	0.00004	492	0.00004	464	0.00005	0	0.00000	732	0.00010
Tricladida	6159	O	93	0.00001	105	0.00002	95	0.00001	89	0.00001	105	0.00001	106	0.00001	104	0.00001	106	0.00001	148	0.00002	116	0.00001	133	0.00001	61	0.00001	85	0.00001	370	0.00004	65	0.00001	330	0.00003	306	0.00003	201	0.00002	85	0.00001	248	0.00002	191	0.00002	66	0.00001	84	0.00001	77	0.00001	72	0.00001	123	0.00002	246	0.00002	97	0.00001	89	0.00001	328	0.00003	56	0.00001	0	0.00000	134	0.00002
Acoela	31265	O	0	0.00000	0	0.00000	171	0.00002	157	0.00001	50	0.00000	63	0.00001	83	0.00001	141	0.00001	120	0.00001	167	0.00002	101	0.00001	205	0.00004	17	0.00000	196	0.00002	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	50	0.00001	125	0.00001	23	0.00000	52	0.00001	0	0.00000	0	0.00000
Sphingomonadales	204457	O	2394	0.00037	2649	0.00040	2958	0.00030	3471	0.00032	3477	0.00031	2550	0.00025	2301	0.00024	4371	0.00044	2838	0.00033	3129	0.00034	3056	0.00030	3526	0.00064	11333	0.00126	11491	0.00119	5182	0.00088	10092	0.00103	8088	0.00075	20120	0.00174	16573	0.00148	60767	0.00488	83336	0.00784	29195	0.00529	62293	0.00644	29331	0.00343	91805	0.00975	22034	0.00314	19288	0.00162	3172	0.00043	14874	0.00146	43063	0.00391	49921	0.00532	0	0.00000	2531	0.00034
Taphrinales	5008	O	266	0.00004	42	0.00001	235	0.00002	130	0.00001	291	0.00003	134	0.00001	92	0.00001	178	0.00002	272	0.00003	119	0.00001	517	0.00005	244	0.00004	44	0.00000	158	0.00002	226	0.00004	832	0.00008	106	0.00001	588	0.00005	227	0.00002	661	0.00005	580	0.00005	175	0.00003	1242	0.00013	94	0.00001	106	0.00001	45	0.00001	110	0.00001	84	0.00001	0	0.00000	610	0.00006	196	0.00002	0	0.00000	295	0.00004
Methanosarcinales	94695	O	5374	0.00084	8296	0.00124	9516	0.00096	16631	0.00151	13726	0.00123	9752	0.00097	11114	0.00118	7009	0.00070	8714	0.00101	5753	0.00062	15314	0.00149	8026	0.00147	17764	0.00197	31375	0.00324	9755	0.00166	29221	0.00298	42587	0.00393	9413	0.00081	501	0.00004	12323	0.00099	4203	0.00040	3120	0.00057	8408	0.00087	5858	0.00068	4444	0.00047	35928	0.00512	8656	0.00073	11263	0.00151	8674	0.00085	15396	0.00140	5973	0.00064	0	0.00000	8533	0.00113
Laminariales	2886	O	197	0.00003	107	0.00002	42	0.00000	79	0.00001	73	0.00001	87	0.00001	92	0.00001	66	0.00001	153	0.00002	57	0.00001	453	0.00004	100	0.00002	353	0.00004	96	0.00001	61	0.00001	669	0.00007	108	0.00001	188	0.00002	44	0.00000	255	0.00002	117	0.00001	46	0.00001	460	0.00005	82	0.00001	131	0.00001	60	0.00001	40	0.00000	88	0.00001	319	0.00003	120	0.00001	74	0.00001	0	0.00000	99	0.00001
Xenopneusta	6428	O	180	0.00003	226	0.00003	178	0.00002	240	0.00002	270	0.00002	202	0.00002	250	0.00003	831	0.00008	157	0.00002	153	0.00002	167	0.00002	76	0.00001	229	0.00003	374	0.00004	121	0.00002	124	0.00001	191	0.00002	60	0.00001	0	0.00000	91	0.00001	76	0.00001	134	0.00002	0	0.00000	106	0.00001	43	0.00000	72	0.00001	70	0.00001	125	0.00002	64	0.00001	131	0.00001	79	0.00001	0	0.00000	131	0.00002
Cidaroida	7627	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wallemiales	431958	O	161	0.00003	123	0.00002	335	0.00003	285	0.00003	491	0.00004	586	0.00006	401	0.00004	727	0.00007	341	0.00004	152	0.00002	681	0.00007	75	0.00001	196	0.00002	1012	0.00010	161	0.00003	1250	0.00013	1995	0.00018	588	0.00005	88	0.00001	956	0.00008	423	0.00004	185	0.00003	761	0.00008	304	0.00004	455	0.00005	660	0.00009	625	0.00005	422	0.00006	219	0.00002	401	0.00004	532	0.00006	0	0.00000	242	0.00003
Pseudoditrichales	1929018	O	0	0.00000	0	0.00000	17	0.00000	20	0.00000	28	0.00000	31	0.00000	35	0.00000	25	0.00000	0	0.00000	19	0.00000	30	0.00000	15	0.00000	27	0.00000	27	0.00000	15	0.00000	70	0.00001	31	0.00000	34	0.00000	0	0.00000	128	0.00001	15	0.00000	0	0.00000	0	0.00000	43	0.00001	60	0.00001	0	0.00000	0	0.00000	0	0.00000	94	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haemosporida	5819	O	8386	0.00131	8823	0.00132	14080	0.00142	15477	0.00141	17204	0.00155	15000	0.00149	14611	0.00155	11361	0.00114	10515	0.00122	10806	0.00116	15102	0.00147	6376	0.00117	11639	0.00129	21148	0.00218	7873	0.00134	23043	0.00235	26255	0.00243	14631	0.00126	4810	0.00043	14561	0.00117	8541	0.00080	4714	0.00085	12082	0.00125	8091	0.00095	8159	0.00087	18272	0.00260	8964	0.00075	8925	0.00120	14537	0.00143	15249	0.00139	6112	0.00065	0	0.00000	9977	0.00132
Desulfobacterales	213118	O	1007	0.00016	1325	0.00020	1062	0.00011	2276	0.00021	954	0.00009	808	0.00008	665	0.00007	934	0.00009	624	0.00007	1311	0.00014	1267	0.00012	1152	0.00021	1606	0.00018	2886	0.00030	12570	0.00214	2735	0.00028	5335	0.00049	2964	0.00026	1141	0.00010	5667	0.00046	2979	0.00028	1523	0.00028	3987	0.00041	2881	0.00034	3628	0.00039	3892	0.00055	1835	0.00015	735	0.00010	1811	0.00018	2639	0.00024	3615	0.00039	0	0.00000	712	0.00009
Lactobacillales	186826	O	5322	0.00083	5484	0.00082	8682	0.00088	9050	0.00082	10546	0.00095	8316	0.00083	8275	0.00088	7595	0.00076	32224	0.00374	6733	0.00072	8433	0.00082	5288	0.00097	13038	0.00144	155964	0.01610	13442	0.00229	193213	0.01969	204170	0.01886	54323	0.00470	19076	0.00170	82580	0.00664	31881	0.00300	15501	0.00281	160415	0.01659	60854	0.00711	87729	0.00932	110776	0.01578	90897	0.00763	49515	0.00665	189578	0.01864	715592	0.06504	515900	0.05496	0	0.00000	7727	0.00102
Dothideales	5014	O	1771	0.00028	875	0.00013	675	0.00007	973	0.00009	1069	0.00010	798	0.00008	775	0.00008	979	0.00010	882	0.00010	657	0.00007	707	0.00007	562	0.00010	951	0.00011	930	0.00010	791	0.00013	1100	0.00011	1118	0.00010	1257	0.00011	959	0.00009	1152	0.00009	1066	0.00010	830	0.00015	1575	0.00016	1049	0.00012	1130	0.00012	605	0.00009	799	0.00007	622	0.00008	802	0.00008	1044	0.00009	750	0.00008	0	0.00000	4072	0.00054
Isoetales	13836	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	112	0.00001	190	0.00002	32	0.00000	30	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cypriniformes	7952	O	247178	0.03860	264091	0.03943	376258	0.03807	419837	0.03821	392610	0.03532	338970	0.03372	331994	0.03527	366779	0.03678	296728	0.03448	469550	0.05052	356192	0.03458	208765	0.03818	293326	0.03250	204751	0.02114	185292	0.03159	235157	0.02396	243105	0.02246	241959	0.02092	75927	0.00678	165722	0.01332	159162	0.01498	111625	0.02021	126147	0.01305	97132	0.01135	96999	0.01031	140851	0.02006	227843	0.01913	230591	0.03099	169257	0.01664	194746	0.01770	78710	0.00838	0	0.00000	209539	0.02774
Spongillida	1779161	O	109	0.00002	89	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	86	0.00001	56	0.00001	0	0.00000	0	0.00000
Blenniiformes	1489921	O	71551	0.01117	74939	0.01119	133390	0.01350	151471	0.01379	109836	0.00988	93838	0.00933	91610	0.00973	121383	0.01217	82603	0.00960	138226	0.01487	79418	0.00771	54133	0.00990	66774	0.00740	36352	0.00375	43201	0.00736	43619	0.00445	45329	0.00419	75861	0.00656	24017	0.00214	43678	0.00351	53559	0.00504	39525	0.00716	31705	0.00328	26361	0.00308	25898	0.00275	31248	0.00445	68769	0.00577	73548	0.00988	39131	0.00385	48457	0.00440	20221	0.00215	0	0.00000	58751	0.00778
Ghabrivirales	2732540	O	0	0.00000	12	0.00000	15	0.00000	13	0.00000	14	0.00000	12	0.00000	10	0.00000	190	0.00002	0	0.00000	0	0.00000	11	0.00000	0	0.00000	20	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	67	0.00001	39	0.00000	27	0.00000	19	0.00000	10	0.00000	0	0.00000	0	0.00000	36	0.00000	62	0.00001	0	0.00000	18	0.00000	0	0.00000	34	0.00000	22	0.00000	0	0.00000	0	0.00000
Enterobacterales	91347	O	29094	0.00454	24905	0.00372	44593	0.00451	50945	0.00464	56461	0.00508	43088	0.00429	41189	0.00438	33547	0.00336	50963	0.00592	53522	0.00576	43390	0.00421	34041	0.00623	52042	0.00577	468075	0.04833	43608	0.00743	298071	0.03038	327338	0.03024	1296733	0.11210	6604784	0.58968	1891826	0.15202	1470281	0.13836	200341	0.03628	594233	0.06145	1180993	0.13802	1080780	0.11483	123291	0.01756	179876	0.01510	72906	0.00980	245711	0.02416	142650	0.01297	126786	0.01351	0	0.00000	35556	0.00471
Jiangellales	1217098	O	66	0.00001	49	0.00001	92	0.00001	142	0.00001	102	0.00001	66	0.00001	46	0.00000	45	0.00000	38	0.00000	65	0.00001	35	0.00000	67	0.00001	121	0.00001	331	0.00003	57	0.00001	159	0.00002	119	0.00001	351	0.00003	169	0.00002	1231	0.00010	900	0.00008	502	0.00009	994	0.00010	531	0.00006	1132	0.00012	334	0.00005	253	0.00002	115	0.00002	696	0.00007	1073	0.00010	1341	0.00014	0	0.00000	26	0.00000
Salmoniformes	8006	O	224732	0.03509	235084	0.03510	468060	0.04736	537852	0.04895	341261	0.03070	293564	0.02920	282115	0.02997	389695	0.03907	280877	0.03263	474107	0.05101	251695	0.02443	158868	0.02905	173496	0.01922	50469	0.00521	109414	0.01865	69340	0.00707	65541	0.00605	199145	0.01722	66286	0.00592	78589	0.00632	148491	0.01397	116135	0.02103	46747	0.00483	54320	0.00635	48861	0.00519	65872	0.00938	215694	0.01811	249074	0.03347	100282	0.00986	128354	0.01167	50291	0.00536	0	0.00000	161442	0.02137
Desulfurobacteriales	1485951	O	40	0.00001	34	0.00001	32	0.00000	27	0.00000	0	0.00000	563	0.00006	580	0.00006	351	0.00004	26	0.00000	30	0.00000	23	0.00000	23	0.00000	32	0.00000	220	0.00002	38	0.00001	70	0.00001	100	0.00001	184	0.00002	0	0.00000	259	0.00002	82	0.00001	86	0.00002	240	0.00002	102	0.00001	124	0.00001	83	0.00001	35	0.00000	20	0.00000	106	0.00001	153	0.00001	181	0.00002	0	0.00000	14	0.00000
Hymenophyllales	693760	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	16	0.00000	0	0.00000	0	0.00000	95	0.00001	32	0.00001	224	0.00002	169	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Filobasidiales	90886	O	66	0.00001	55	0.00001	59	0.00001	67	0.00001	92	0.00001	49	0.00000	58	0.00001	93	0.00001	61	0.00001	137	0.00001	70	0.00001	108	0.00002	260	0.00003	171	0.00002	38	0.00001	101	0.00001	17	0.00000	185	0.00002	22	0.00000	166	0.00001	175	0.00002	61	0.00001	77	0.00001	410	0.00005	102	0.00001	36	0.00001	66	0.00001	403	0.00005	41	0.00000	91	0.00001	78	0.00001	0	0.00000	893	0.00012
Siphonostomatoida	72033	O	16572	0.00259	17428	0.00260	55288	0.00559	64567	0.00588	34171	0.00307	30289	0.00301	29799	0.00317	25420	0.00255	26022	0.00302	48217	0.00519	47584	0.00462	15560	0.00285	25464	0.00282	28808	0.00297	17642	0.00301	30200	0.00308	35475	0.00328	27103	0.00234	8638	0.00077	22131	0.00178	17537	0.00165	9953	0.00180	22395	0.00232	13597	0.00159	13772	0.00146	23695	0.00338	20612	0.00173	17951	0.00241	22220	0.00218	24534	0.00223	10327	0.00110	0	0.00000	18221	0.00241
Nostocales	1161	O	2101	0.00033	2149	0.00032	2377	0.00024	2497	0.00023	4012	0.00036	3153	0.00031	3124	0.00033	2639	0.00026	2586	0.00030	2137	0.00023	2600	0.00025	1769	0.00032	3561	0.00039	11171	0.00115	2730	0.00047	10776	0.00110	13183	0.00122	8921	0.00077	2283	0.00020	9570	0.00077	4052	0.00038	2150	0.00039	8155	0.00084	5681	0.00066	5507	0.00059	7571	0.00108	5599	0.00047	3528	0.00047	6819	0.00067	8792	0.00080	4118	0.00044	0	0.00000	1937	0.00026
Embioptera	50657	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorodendrales	35426	O	106	0.00002	74	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacteriales	200644	O	9027	0.00141	9665	0.00144	10946	0.00111	11613	0.00106	33663	0.00303	14352	0.00143	22081	0.00235	16086	0.00161	16462	0.00191	11971	0.00129	45706	0.00444	10056	0.00184	182580	0.02023	263571	0.02722	49378	0.00842	123537	0.01259	317763	0.02936	145079	0.01254	54085	0.00483	418434	0.03362	113203	0.01065	40116	0.00726	143346	0.01482	148159	0.01732	159994	0.01700	109450	0.01559	72808	0.00611	36748	0.00494	68470	0.00673	154625	0.01405	92833	0.00989	0	0.00000	14307	0.00189
Tilletiales	62916	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	16	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lagomorpha	9975	O	1596	0.00025	1673	0.00025	2015	0.00020	2134	0.00019	2364	0.00021	1887	0.00019	2015	0.00021	2825	0.00028	1689	0.00020	1931	0.00021	1355	0.00013	1299	0.00024	1644	0.00018	1436	0.00015	1239	0.00021	849	0.00009	1118	0.00010	2469	0.00021	735	0.00007	1498	0.00012	1706	0.00016	1218	0.00022	894	0.00009	830	0.00010	1063	0.00011	785	0.00011	3204	0.00027	1791	0.00024	1483	0.00015	2070	0.00019	1021	0.00011	0	0.00000	1609	0.00021
Mulpavirales	2732538	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Timlovirales	2842249	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Herpetosiphonales	189772	O	17	0.00000	53	0.00001	0	0.00000	15	0.00000	18	0.00000	105	0.00001	74	0.00001	132	0.00001	33	0.00000	12	0.00000	21	0.00000	11	0.00000	111	0.00001	292	0.00003	29	0.00000	165	0.00002	185	0.00002	86	0.00001	17	0.00000	451	0.00004	652	0.00006	33	0.00001	75	0.00001	74	0.00001	182	0.00002	13	0.00000	173	0.00001	298	0.00004	410	0.00004	81	0.00001	47	0.00001	0	0.00000	72	0.00001
Lophiiformes	8070	O	31	0.00000	45	0.00001	58	0.00001	83	0.00001	55	0.00000	61	0.00001	60	0.00001	66	0.00001	62	0.00001	90	0.00001	23	0.00000	0	0.00000	66	0.00001	11	0.00000	65	0.00001	17	0.00000	0	0.00000	36	0.00000	0	0.00000	17	0.00000	25	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	46	0.00001	38	0.00000	43	0.00000	13	0.00000	0	0.00000	52	0.00001
Chrysiogenales	189769	O	12	0.00000	13	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	13	0.00000	26	0.00000	0	0.00000	37	0.00000	24	0.00000	62	0.00001	16	0.00000	22	0.00000	151	0.00001	15	0.00000	103	0.00001	82	0.00001	33	0.00001	86	0.00001	80	0.00001	95	0.00001	30	0.00000	33	0.00000	11	0.00000	48	0.00000	76	0.00001	66	0.00001	0	0.00000	0	0.00000
Rhodogorgonales	31491	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	36	0.00000	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anura	8342	O	6472	0.00101	6781	0.00101	8347	0.00084	9165	0.00083	9981	0.00090	8874	0.00088	8393	0.00089	8947	0.00090	8433	0.00098	7479	0.00080	8259	0.00080	5538	0.00101	7472	0.00083	6302	0.00065	5462	0.00093	6636	0.00068	6962	0.00064	7677	0.00066	2158	0.00019	4959	0.00040	5262	0.00050	3272	0.00059	3571	0.00037	3105	0.00036	3664	0.00039	4021	0.00057	7153	0.00060	6472	0.00087	6340	0.00062	6316	0.00057	3244	0.00035	0	0.00000	7378	0.00098
Splachnales	64938	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Actinomarinales	1389450	O	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	20	0.00000	0	0.00000	22	0.00000	92	0.00001	13	0.00000	114	0.00001	200	0.00002	32	0.00000	15	0.00000	63	0.00001	16	0.00000	10	0.00000	29	0.00000	14	0.00000	18	0.00000	443	0.00006	0	0.00000	0	0.00000	61	0.00001	31	0.00000	41	0.00000	0	0.00000	0	0.00000
Myxococcales	29	O	970	0.00015	1054	0.00016	1129	0.00011	2027	0.00018	1552	0.00014	1270	0.00013	1109	0.00012	1656	0.00017	2435	0.00028	1091	0.00012	1189	0.00012	1942	0.00036	3252	0.00036	4461	0.00046	2490	0.00042	3114	0.00032	3159	0.00029	4387	0.00038	2332	0.00021	11561	0.00093	9987	0.00094	4778	0.00087	8674	0.00090	5538	0.00065	10483	0.00111	4270	0.00061	3610	0.00030	1176	0.00016	4120	0.00041	7688	0.00070	10401	0.00111	0	0.00000	4510	0.00060
Diplostomida	2717078	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1459	0.00021	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Trichomonadida	37104	O	206	0.00003	220	0.00003	269	0.00003	278	0.00003	476	0.00004	400	0.00004	412	0.00004	320	0.00003	414	0.00005	436	0.00005	409	0.00004	258	0.00005	427	0.00005	717	0.00007	254	0.00004	689	0.00007	530	0.00005	523	0.00005	158	0.00001	655	0.00005	328	0.00003	194	0.00004	467	0.00005	284	0.00003	411	0.00004	715	0.00010	396	0.00003	222	0.00003	870	0.00009	900	0.00008	333	0.00004	0	0.00000	349	0.00005
Coleochaetales	204510	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
