name	taxonomy_id	taxonomy_lvl	119_S24.C.bracken_num	119_S24.C.bracken_frac	120_S25.C.bracken_num	120_S25.C.bracken_frac	140_S26.C.bracken_num	140_S26.C.bracken_frac	147_S27.C.bracken_num	147_S27.C.bracken_frac	177_S28.C.bracken_num	177_S28.C.bracken_frac	178_S29.C.bracken_num	178_S29.C.bracken_frac	179_S31.C.bracken_num	179_S31.C.bracken_frac	209_S30.C.bracken_num	209_S30.C.bracken_frac	214_S32.C.bracken_num	214_S32.C.bracken_frac	82_S21.C.bracken_num	82_S21.C.bracken_frac	88_S22.C.bracken_num	88_S22.C.bracken_frac	99_S23.C.bracken_num	99_S23.C.bracken_frac	BLB_S18.C.bracken_num	BLB_S18.C.bracken_frac	BLB_WG4.C.bracken_num	BLB_WG4.C.bracken_frac	BLR_S17.C.bracken_num	BLR_S17.C.bracken_frac	BLR_WG4.C.bracken_num	BLR_WG4.C.bracken_frac	BLS_S16.C.bracken_num	BLS_S16.C.bracken_frac	DC06_S1.C.bracken_num	DC06_S1.C.bracken_frac	DC10_S2.C.bracken_num	DC10_S2.C.bracken_frac	DC11_S3.C.bracken_num	DC11_S3.C.bracken_frac	DC17_S4.C.bracken_num	DC17_S4.C.bracken_frac	DM13_S9.C.bracken_num	DM13_S9.C.bracken_frac	DM14_S10.C.bracken_num	DM14_S10.C.bracken_frac	DM15_S11.C.bracken_num	DM15_S11.C.bracken_frac	DM16_S12.C.bracken_num	DM16_S12.C.bracken_frac	GG01_S14.C.bracken_num	GG01_S14.C.bracken_frac	GH01_S13.C.bracken_num	GH01_S13.C.bracken_frac	GN13_S5.C.bracken_num	GN13_S5.C.bracken_frac	GN15_S6.C.bracken_num	GN15_S6.C.bracken_frac	GN18_S7.C.bracken_num	GN18_S7.C.bracken_frac	GN19_S8.C.bracken_num	GN19_S8.C.bracken_frac	NEG_S33.C.bracken_num	NEG_S33.C.bracken_frac	OC01_S15.C.bracken_num	OC01_S15.C.bracken_frac
Leptocardii	2682552	C	6394	0.00100	6680	0.00100	9563	0.00097	8359	0.00076	8860	0.00080	7316	0.00073	7467	0.00079	9296	0.00093	8355	0.00097	7576	0.00082	6769	0.00066	4365	0.00080	8479	0.00094	6797	0.00070	5477	0.00093	7205	0.00073	9898	0.00091	8241	0.00071	2668	0.00024	6069	0.00049	5607	0.00053	3744	0.00068	5911	0.00061	4343	0.00051	4627	0.00049	5707	0.00081	6241	0.00052	5387	0.00072	3927	0.00039	5061	0.00046	3601	0.00038	0	0.00000	6201	0.00082
Colpodea	5977	C	0	0.00000	0	0.00000	0	0.00000	132	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	642	0.00007	0	0.00000	0	0.00000
Tolucaviricetes	2732463	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	51	0.00001	10	0.00000	20	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermomicrobia	189775	C	24	0.00000	21	0.00000	38	0.00000	16	0.00000	22	0.00000	16	0.00000	17	0.00000	30	0.00000	10	0.00000	27	0.00000	151	0.00001	27	0.00000	49	0.00001	130	0.00001	42	0.00001	28	0.00000	22	0.00000	93	0.00001	41	0.00000	339	0.00003	440	0.00004	246	0.00004	227	0.00002	88	0.00001	304	0.00003	101	0.00001	115	0.00001	27	0.00000	43	0.00000	549	0.00005	374	0.00004	0	0.00000	29	0.00000
Tichowtungiia	2907184	C	13	0.00000	0	0.00000	24	0.00000	22	0.00000	19494	0.00175	21	0.00000	17407	0.00185	21	0.00000	20	0.00000	21	0.00000	0	0.00000	6595	0.00121	28910	0.00320	22	0.00000	20372	0.00347	14	0.00000	29	0.00000	137	0.00001	195	0.00002	177001	0.01421	181	0.00002	37480	0.00679	76	0.00001	103	0.00001	132	0.00001	128	0.00002	165	0.00001	0	0.00000	18	0.00000	115788	0.01051	78712	0.00838	0	0.00000	41	0.00001
Ophiuroidea	7618	C	0	0.00000	38	0.00001	302	0.00003	178	0.00002	78	0.00001	41	0.00000	16	0.00000	25	0.00000	252	0.00003	641	0.00007	263	0.00003	0	0.00000	0	0.00000	177	0.00002	0	0.00000	116	0.00001	162	0.00001	50	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	232	0.00002	73	0.00001	17	0.00000	0	0.00000	0	0.00000
Chlorodendrophyceae	1524962	C	106	0.00002	74	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fusobacteriia	203490	C	1908	0.00030	2013	0.00030	1024	0.00010	1440	0.00013	1697	0.00015	1475	0.00015	1479	0.00016	1915	0.00019	1267	0.00015	9606	0.00103	11634	0.00113	953	0.00017	2553	0.00028	29725	0.00307	2350	0.00040	282577	0.02878	32619	0.00301	141063	0.01218	2421	0.00022	68561	0.00550	77177	0.00726	3874	0.00070	29759	0.00308	11503	0.00134	9088	0.00097	14036	0.00200	4134	0.00035	2141	0.00029	10697	0.00105	8851	0.00080	3454	0.00037	0	0.00000	1606	0.00021
Leiosporocerotopsida	402684	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chloropicophyceae	2302911	C	221	0.00003	251	0.00004	198	0.00002	321	0.00003	1563	0.00014	1977	0.00020	682	0.00007	441	0.00004	212	0.00002	346	0.00004	253	0.00002	237	0.00004	432	0.00005	46	0.00000	225	0.00004	211	0.00002	64	0.00001	314	0.00003	72	0.00001	343	0.00003	239	0.00002	136	0.00002	151	0.00002	150	0.00002	211	0.00002	108	0.00002	237	0.00002	252	0.00003	178	0.00002	2002	0.00018	152	0.00002	0	0.00000	408	0.00005
Dictyochophyceae	39119	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	85	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	199	0.00002	190	0.00002	92	0.00001	231	0.00002	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	968	0.00009	0	0.00000	0	0.00000	0	0.00000
Malacostraca	6681	C	402684	0.06288	419839	0.06263	683024	0.06911	723531	0.06576	630816	0.05673	556646	0.05531	572645	0.06082	704071	0.07050	716317	0.08312	619501	0.06665	436182	0.04234	407483	0.07447	717360	0.07940	95013	0.00981	489933	0.08350	176187	0.01795	109651	0.01013	1166545	0.10074	351147	0.03135	337563	0.02710	839043	0.07889	509678	0.09229	118429	0.01225	208959	0.02442	179383	0.01906	298692	0.04254	881896	0.07394	1035363	0.13890	508530	0.05000	594894	0.05401	191370	0.02039	0	0.00000	1156157	0.15301
Pinopsida	58019	C	2517	0.00039	1402	0.00021	1507	0.00015	1317	0.00012	1710	0.00015	1245	0.00012	1591	0.00017	1430	0.00014	1262	0.00015	1439	0.00015	1638	0.00016	992	0.00018	1319	0.00015	2070	0.00021	1264	0.00022	3631	0.00037	3969	0.00037	2021	0.00017	709	0.00006	2692	0.00022	1298	0.00012	1021	0.00018	2109	0.00022	1557	0.00018	1179	0.00013	998	0.00014	2988	0.00025	1502	0.00020	1828	0.00018	4489	0.00041	1794	0.00019	0	0.00000	2281	0.00030
Demospongiae	6042	C	901	0.00014	586	0.00009	281	0.00003	357	0.00003	515	0.00005	969	0.00010	505	0.00005	791	0.00008	594	0.00007	368	0.00004	374	0.00004	397	0.00007	455	0.00005	608	0.00006	247	0.00004	729	0.00007	726	0.00007	715	0.00006	225	0.00002	840	0.00007	373	0.00004	259	0.00005	343	0.00004	441	0.00005	380	0.00004	457	0.00007	471	0.00004	306	0.00004	642	0.00006	521	0.00005	284	0.00003	0	0.00000	723	0.00010
Gymnolaemata	10206	C	6868	0.00107	5679	0.00085	12655	0.00128	13189	0.00120	9687	0.00087	8417	0.00084	7431	0.00079	6986	0.00070	7499	0.00087	8119	0.00087	8735	0.00085	5317	0.00097	9155	0.00101	8113	0.00084	6671	0.00114	9408	0.00096	11991	0.00111	7804	0.00067	2418	0.00022	6870	0.00055	4717	0.00044	3069	0.00056	5932	0.00061	4099	0.00048	3804	0.00040	6989	0.00100	6073	0.00051	5786	0.00078	5004	0.00049	5922	0.00054	2618	0.00028	0	0.00000	5297	0.00070
Rubrobacteria	84995	C	53	0.00001	81	0.00001	403	0.00004	416	0.00004	319	0.00003	264	0.00003	270	0.00003	176	0.00002	210	0.00002	167	0.00002	94	0.00001	298	0.00005	341	0.00004	2495	0.00026	186	0.00003	596	0.00006	607	0.00006	3085	0.00027	365	0.00003	1945	0.00016	1211	0.00011	788	0.00014	1351	0.00014	884	0.00010	1288	0.00014	5446	0.00078	417	0.00003	112	0.00002	968	0.00010	1161	0.00011	2292	0.00024	0	0.00000	88	0.00001
Lycopodiopsida	1521260	C	191	0.00003	227	0.00003	217	0.00002	235	0.00002	504	0.00005	397	0.00004	359	0.00004	438	0.00004	807	0.00009	177	0.00002	222	0.00002	352	0.00006	388	0.00004	167	0.00002	273	0.00005	1087	0.00011	735	0.00007	446	0.00004	161	0.00001	345	0.00003	320	0.00003	200	0.00004	361	0.00004	260	0.00003	255	0.00003	174	0.00002	482	0.00004	358	0.00005	805	0.00008	625	0.00006	323	0.00003	0	0.00000	183	0.00002
Sphingobacteriia	117747	C	2671	0.00042	2871	0.00043	3492	0.00035	4119	0.00037	2773	0.00025	2092	0.00021	2050	0.00022	2702	0.00027	2753	0.00032	1970	0.00021	2880	0.00028	2566	0.00047	7411	0.00082	46887	0.00484	6361	0.00108	14302	0.00146	42782	0.00395	32977	0.00285	4473	0.00040	55087	0.00442	13996	0.00132	5839	0.00106	25806	0.00267	32908	0.00385	31304	0.00333	13105	0.00187	4230	0.00035	2538	0.00034	8635	0.00085	10463	0.00095	5847	0.00062	0	0.00000	1645	0.00022
Saccharomycetes	4891	C	26417	0.00412	27852	0.00415	67494	0.00683	80737	0.00734	30664	0.00276	28845	0.00287	31887	0.00339	58161	0.00582	33503	0.00389	73648	0.00792	67278	0.00653	13051	0.00239	31128	0.00345	52403	0.00541	19619	0.00334	53016	0.00540	75070	0.00693	43341	0.00374	14743	0.00132	30961	0.00249	28141	0.00265	23014	0.00417	32100	0.00332	22383	0.00262	20904	0.00222	114994	0.01638	44702	0.00375	21960	0.00295	30078	0.00296	39873	0.00362	15272	0.00163	0	0.00000	21589	0.00286
Pucciniomycetes	162484	C	462	0.00007	439	0.00007	613	0.00006	625	0.00006	716	0.00006	474	0.00005	567	0.00006	731	0.00007	448	0.00005	591	0.00006	417	0.00004	372	0.00007	665	0.00007	646	0.00007	365	0.00006	615	0.00006	1016	0.00009	565	0.00005	170	0.00002	642	0.00005	428	0.00004	221	0.00004	669	0.00007	465	0.00005	501	0.00005	420	0.00006	635	0.00005	367	0.00005	315	0.00003	443	0.00004	234	0.00002	0	0.00000	679	0.00009
Erysipelotrichia	526524	C	332	0.00005	365	0.00005	494	0.00005	461	0.00004	728	0.00007	625	0.00006	579	0.00006	735	0.00007	400	0.00005	544	0.00006	603	0.00006	473	0.00009	1246	0.00014	35708	0.00369	1946	0.00033	24252	0.00247	28859	0.00266	12538	0.00108	3403	0.00030	18107	0.00145	5947	0.00056	2409	0.00044	29796	0.00308	11501	0.00134	17541	0.00186	33327	0.00475	6184	0.00052	2954	0.00040	28496	0.00280	18303	0.00166	5726	0.00061	0	0.00000	432	0.00006
Deferribacteres	68337	C	60	0.00001	91	0.00001	106	0.00001	124	0.00001	144	0.00001	122	0.00001	131	0.00001	139	0.00001	535	0.00006	141	0.00002	176	0.00002	79	0.00001	240	0.00003	1203	0.00012	244	0.00004	1001	0.00010	25385	0.00234	535	0.00005	152	0.00001	714	0.00006	283	0.00003	161	0.00003	505	0.00005	519	0.00006	451	0.00005	295	0.00004	258	0.00002	125	0.00002	474	0.00005	416	0.00004	264	0.00003	0	0.00000	70	0.00001
Candidatus Nanohalobia	2856052	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11891	0.00107	0	0.00000	0	0.00000	0	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23325	0.00215	128	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aves	8782	C	157312	0.02456	162740	0.02428	199551	0.02019	221855	0.02016	267410	0.02405	235420	0.02339	228699	0.02429	235251	0.02356	191944	0.02227	213045	0.02292	169026	0.01641	121027	0.02212	191524	0.02120	136604	0.01410	126897	0.02163	154062	0.01569	172082	0.01589	200404	0.01731	65847	0.00588	139895	0.01123	142050	0.01336	94410	0.01710	106186	0.01098	90327	0.01055	92301	0.00981	106723	0.01520	172525	0.01447	172346	0.02312	127203	0.01251	153279	0.01392	78114	0.00832	0	0.00000	206217	0.02729
Marchantiopsida	186770	C	1481	0.00023	1499	0.00022	2111	0.00021	2322	0.00021	2879	0.00026	2519	0.00025	2526	0.00027	4242	0.00042	2144	0.00025	2448	0.00026	2580	0.00025	1748	0.00032	2447	0.00027	3495	0.00036	1709	0.00029	4020	0.00041	5631	0.00052	2979	0.00026	1159	0.00010	3271	0.00026	1869	0.00018	1122	0.00020	1800	0.00019	1546	0.00018	1630	0.00017	2824	0.00040	1812	0.00015	1550	0.00021	1721	0.00017	2869	0.00026	1392	0.00015	0	0.00000	2611	0.00035
Bacilli	91061	C	19205	0.00300	19759	0.00295	31326	0.00317	34375	0.00312	31185	0.00280	25215	0.00251	25811	0.00274	26525	0.00266	60021	0.00696	36882	0.00397	33179	0.00322	26143	0.00478	41784	0.00462	422087	0.04357	38055	0.00649	457264	0.04658	519911	0.04801	155359	0.01342	57970	0.00517	213382	0.01713	91161	0.00857	45228	0.00819	406987	0.04209	149617	0.01748	195799	0.02080	267930	0.03816	656797	0.05507	131760	0.01768	881403	0.08667	1366875	0.12410	760567	0.08102	0	0.00000	26306	0.00348
Arachnida	6854	C	32561	0.00508	34626	0.00517	41568	0.00421	45948	0.00418	49592	0.00446	41158	0.00409	42868	0.00455	40471	0.00405	32673	0.00379	42556	0.00458	57738	0.00560	24944	0.00456	34756	0.00385	59412	0.00613	22937	0.00391	54777	0.00558	82055	0.00758	51495	0.00445	15029	0.00134	42923	0.00345	31946	0.00300	21641	0.00392	30865	0.00319	24359	0.00285	25527	0.00271	28332	0.00403	34398	0.00288	29003	0.00389	34058	0.00335	34770	0.00316	17206	0.00183	0	0.00000	42779	0.00566
Acidobacteriia	204432	C	531	0.00008	597	0.00009	493	0.00005	259	0.00002	605	0.00005	433	0.00004	321	0.00003	598	0.00006	734	0.00009	504	0.00005	673	0.00007	405	0.00007	822	0.00009	955	0.00010	627	0.00011	734	0.00007	826	0.00008	933	0.00008	480	0.00004	2047	0.00016	1397	0.00013	1129	0.00020	2191	0.00023	1099	0.00013	1550	0.00016	565	0.00008	1193	0.00010	409	0.00005	874	0.00009	1896	0.00017	2072	0.00022	0	0.00000	390	0.00005
Anthocerotopsida	402688	C	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00001	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Chrysiogenetes	118001	C	12	0.00000	13	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	13	0.00000	26	0.00000	0	0.00000	37	0.00000	24	0.00000	62	0.00001	16	0.00000	22	0.00000	151	0.00001	15	0.00000	103	0.00001	82	0.00001	33	0.00001	86	0.00001	80	0.00001	95	0.00001	30	0.00000	33	0.00000	11	0.00000	48	0.00000	76	0.00001	66	0.00001	0	0.00000	0	0.00000
Tremellomycetes	155616	C	2703	0.00042	3124	0.00047	2886	0.00029	3352	0.00030	3286	0.00030	2740	0.00027	2790	0.00030	3458	0.00035	4092	0.00047	2968	0.00032	2357	0.00023	2204	0.00040	11521	0.00128	2940	0.00030	7233	0.00123	3645	0.00037	2741	0.00025	6956	0.00060	1948	0.00017	3811	0.00031	4383	0.00041	2892	0.00052	3693	0.00038	3694	0.00043	4037	0.00043	1456	0.00021	2864	0.00024	3231	0.00043	2450	0.00024	4127	0.00037	2505	0.00027	0	0.00000	6792	0.00090
Betaproteobacteria	28216	C	12605	0.00197	12132	0.00181	13432	0.00136	16831	0.00153	15691	0.00141	12345	0.00123	11754	0.00125	15234	0.00153	12652	0.00147	13395	0.00144	12902	0.00125	13365	0.00244	134659	0.01490	42536	0.00439	87442	0.01490	30401	0.00310	35071	0.00324	91601	0.00791	58392	0.00521	216878	0.01741	149303	0.01404	68084	0.01233	134236	0.01388	118745	0.01387	142219	0.01511	43658	0.00622	131610	0.01103	33271	0.00446	228230	0.02244	331840	0.03013	2307942	0.24585	13	0.08497	14404	0.00191
Flavobacteriia	117743	C	9029	0.00141	9664	0.00144	10944	0.00111	11610	0.00106	33659	0.00303	14351	0.00143	22078	0.00234	16083	0.00161	16460	0.00191	11975	0.00129	45704	0.00444	10053	0.00184	182567	0.02021	263510	0.02720	49375	0.00842	123420	0.01257	317575	0.02932	145068	0.01253	54082	0.00483	418396	0.03359	113193	0.01064	40111	0.00726	143332	0.01482	148118	0.01731	159960	0.01699	109427	0.01558	72802	0.00610	36728	0.00493	68468	0.00673	154616	0.01404	92831	0.00989	0	0.00000	14304	0.00189
Picocystophyceae	2692249	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	0	0.00000	0	0.00000	121	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermodesulfovibrionia	2811502	C	0	0.00000	0	0.00000	45	0.00000	31	0.00000	602	0.00005	30	0.00000	19	0.00000	22	0.00000	68	0.00001	48	0.00001	590	0.00006	18	0.00000	726	0.00008	251	0.00003	106	0.00002	226	0.00002	430	0.00004	1834	0.00016	19	0.00000	2698	0.00022	64	0.00001	31	0.00001	2768	0.00029	1664	0.00019	2041	0.00022	60	0.00001	140	0.00001	527	0.00007	187	0.00002	1842	0.00017	137	0.00001	0	0.00000	375	0.00005
Stelpaviricetes	2732507	C	75	0.00001	75	0.00001	46	0.00000	43	0.00000	102	0.00001	86	0.00001	85	0.00001	120	0.00001	155	0.00002	43	0.00000	38	0.00000	48	0.00001	96	0.00001	88	0.00001	64	0.00001	75	0.00001	125	0.00001	196	0.00002	38	0.00000	107	0.00001	93	0.00001	68	0.00001	170	0.00002	183	0.00002	132	0.00001	527	0.00008	64	0.00001	56	0.00001	95	0.00001	137	0.00001	106	0.00001	0	0.00000	47	0.00001
Rhodellophyceae	661027	C	252	0.00004	0	0.00000	359	0.00004	27	0.00000	34	0.00000	30	0.00000	38	0.00000	31	0.00000	21	0.00000	542	0.00006	39	0.00000	17	0.00000	519	0.00006	411	0.00004	316	0.00005	197	0.00002	171	0.00002	682	0.00006	0	0.00000	761	0.00006	655	0.00006	0	0.00000	112	0.00001	363	0.00004	62411	0.00663	27	0.00000	18	0.00000	18	0.00000	22	0.00000	25	0.00000	0	0.00000	0	0.00000	673	0.00009
Dacrymycetes	452332	C	52	0.00001	56	0.00001	89	0.00001	113	0.00001	91	0.00001	91	0.00001	89	0.00001	219	0.00002	90	0.00001	94	0.00001	51	0.00000	29	0.00001	114	0.00001	160	0.00002	83	0.00001	52	0.00001	90	0.00001	184	0.00002	43	0.00000	188	0.00002	98	0.00001	56	0.00001	95	0.00001	489	0.00006	56	0.00001	21	0.00000	92	0.00001	96	0.00001	108	0.00001	104	0.00001	114	0.00001	0	0.00000	63	0.00001
Chilopoda	7540	C	0	0.00000	112	0.00002	91	0.00001	143	0.00001	35	0.00000	158	0.00002	105	0.00001	0	0.00000	98	0.00001	462	0.00005	412	0.00004	195	0.00004	80	0.00001	186	0.00002	0	0.00000	236	0.00002	0	0.00000	119	0.00001	0	0.00000	0	0.00000	82	0.00001	0	0.00000	361	0.00004	0	0.00000	0	0.00000	110	0.00002	117	0.00001	157	0.00002	49	0.00000	80	0.00001	72	0.00001	0	0.00000	0	0.00000
Ignavibacteria	795747	C	173	0.00003	68	0.00001	147	0.00001	179	0.00002	310	0.00003	237	0.00002	170	0.00002	188	0.00002	190	0.00002	151	0.00002	258	0.00003	163	0.00003	350	0.00004	2893	0.00030	376	0.00006	2345	0.00024	4079	0.00038	1322	0.00011	231	0.00002	2215	0.00018	727	0.00007	265	0.00005	1478	0.00015	824	0.00010	936	0.00010	456	0.00006	593	0.00005	151	0.00002	502	0.00005	655	0.00006	319	0.00003	0	0.00000	181	0.00002
Papovaviricetes	2732421	C	16	0.00000	22	0.00000	42	0.00000	55	0.00000	50	0.00000	39	0.00000	40	0.00000	74	0.00001	57	0.00001	29	0.00000	29	0.00000	31	0.00001	37	0.00000	29	0.00000	24	0.00000	59	0.00001	36	0.00000	262	0.00002	44	0.00000	149	0.00001	186	0.00002	32	0.00001	195	0.00002	53	0.00001	112	0.00001	43	0.00001	35	0.00000	19	0.00000	18	0.00000	20	0.00000	17	0.00000	0	0.00000	28	0.00000
Methanomicrobia	224756	C	5501	0.00086	8367	0.00125	10032	0.00101	17095	0.00155	13944	0.00125	9935	0.00099	11405	0.00121	7185	0.00072	8881	0.00103	5988	0.00064	15493	0.00150	8510	0.00156	18270	0.00202	32346	0.00334	9978	0.00170	29604	0.00302	43375	0.00401	10025	0.00087	638	0.00006	13080	0.00105	4640	0.00044	3438	0.00062	9562	0.00099	6593	0.00077	5554	0.00059	35965	0.00512	8896	0.00075	11039	0.00148	9211	0.00091	16460	0.00149	7630	0.00081	0	0.00000	8709	0.00115
Asteroidea	7588	C	13119	0.00205	13778	0.00206	18634	0.00189	20168	0.00183	30638	0.00276	27800	0.00276	30846	0.00328	27723	0.00278	15322	0.00178	20473	0.00220	17929	0.00174	9583	0.00175	23785	0.00263	16404	0.00169	15378	0.00262	20324	0.00207	22656	0.00209	17020	0.00147	5149	0.00046	15252	0.00122	11290	0.00106	6632	0.00120	10115	0.00105	8849	0.00103	9216	0.00098	10393	0.00148	14811	0.00124	13366	0.00179	13891	0.00137	14032	0.00127	6475	0.00069	0	0.00000	12172	0.00161
Thecofilosea	1004930	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	397	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planctomycetia	203683	C	2161	0.00034	2062	0.00031	2377	0.00024	4664	0.00042	3758	0.00034	3007	0.00030	2008	0.00021	4237	0.00042	3727	0.00043	3525	0.00038	3853	0.00037	8389	0.00153	5757	0.00064	7521	0.00078	3674	0.00063	7498	0.00076	7224	0.00067	12080	0.00104	5923	0.00053	29345	0.00236	21929	0.00206	15188	0.00275	30034	0.00311	14414	0.00168	27387	0.00291	7407	0.00105	6688	0.00056	2536	0.00034	5051	0.00050	32003	0.00291	26046	0.00277	0	0.00000	1897	0.00025
Hexactinellida	60882	C	0	0.00000	0	0.00000	18	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000
Blastocladiomycetes	451460	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4867	0.00042	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermoflexia	1495646	C	0	0.00000	0	0.00000	0	0.00000	54	0.00000	50	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	37	0.00000	52	0.00001	16	0.00000	157	0.00002	28	0.00000	13	0.00000	0	0.00000	85	0.00001	32	0.00000	349	0.00003	83	0.00001	71	0.00001	137	0.00001	50	0.00001	125	0.00001	32	0.00000	27	0.00000	0	0.00000	21	0.00000	269	0.00002	176	0.00002	0	0.00000	14	0.00000
Symphyla	61986	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Eustigmatophyceae	5747	C	2368	0.00037	2519	0.00038	1983	0.00020	2202	0.00020	2670	0.00024	2200	0.00022	2124	0.00023	3056	0.00031	2002	0.00023	1883	0.00020	1063	0.00010	1713	0.00031	1565	0.00017	300	0.00003	919	0.00016	668	0.00007	537	0.00005	1863	0.00016	418	0.00004	726	0.00006	1280	0.00012	1074	0.00019	815	0.00008	539	0.00006	516	0.00005	618	0.00009	1441	0.00012	1685	0.00023	684	0.00007	1158	0.00011	518	0.00006	0	0.00000	1713	0.00023
