name	taxonomy_id	taxonomy_lvl	119_S24.G.bracken_num	119_S24.G.bracken_frac	120_S25.G.bracken_num	120_S25.G.bracken_frac	140_S26.G.bracken_num	140_S26.G.bracken_frac	147_S27.G.bracken_num	147_S27.G.bracken_frac	177_S28.G.bracken_num	177_S28.G.bracken_frac	178_S29.G.bracken_num	178_S29.G.bracken_frac	179_S31.G.bracken_num	179_S31.G.bracken_frac	209_S30.G.bracken_num	209_S30.G.bracken_frac	214_S32.G.bracken_num	214_S32.G.bracken_frac	82_S21.G.bracken_num	82_S21.G.bracken_frac	88_S22.G.bracken_num	88_S22.G.bracken_frac	99_S23.G.bracken_num	99_S23.G.bracken_frac	BLB_S18.G.bracken_num	BLB_S18.G.bracken_frac	BLB_WG4.G.bracken_num	BLB_WG4.G.bracken_frac	BLR_S17.G.bracken_num	BLR_S17.G.bracken_frac	BLR_WG4.G.bracken_num	BLR_WG4.G.bracken_frac	BLS_S16.G.bracken_num	BLS_S16.G.bracken_frac	DC06_S1.G.bracken_num	DC06_S1.G.bracken_frac	DC10_S2.G.bracken_num	DC10_S2.G.bracken_frac	DC11_S3.G.bracken_num	DC11_S3.G.bracken_frac	DC17_S4.G.bracken_num	DC17_S4.G.bracken_frac	DM13_S9.G.bracken_num	DM13_S9.G.bracken_frac	DM14_S10.G.bracken_num	DM14_S10.G.bracken_frac	DM15_S11.G.bracken_num	DM15_S11.G.bracken_frac	DM16_S12.G.bracken_num	DM16_S12.G.bracken_frac	GG01_S14.G.bracken_num	GG01_S14.G.bracken_frac	GH01_S13.G.bracken_num	GH01_S13.G.bracken_frac	GN13_S5.G.bracken_num	GN13_S5.G.bracken_frac	GN15_S6.G.bracken_num	GN15_S6.G.bracken_frac	GN18_S7.G.bracken_num	GN18_S7.G.bracken_frac	GN19_S8.G.bracken_num	GN19_S8.G.bracken_frac	NEG_S33.G.bracken_num	NEG_S33.G.bracken_frac	OC01_S15.G.bracken_num	OC01_S15.G.bracken_frac
Toxonevra	286524	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	191	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hyperoncus	2080393	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	912	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Libiocoris	1176476	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Cylindrotheca	2852	G	0	0.00000	0	0.00000	0	0.00000	155	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	185	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	100	0.00001	0	0.00000	200	0.00002	248	0.00002	203	0.00002	0	0.00000	0	0.00000
Zygnema	43951	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sinapis	3727	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	187	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylovulum	762296	G	40	0.00001	131	0.00002	0	0.00000	11	0.00000	15	0.00000	16	0.00000	11	0.00000	32	0.00000	13	0.00000	10	0.00000	12	0.00000	14	0.00000	49	0.00001	11	0.00000	25	0.00000	21	0.00000	13	0.00000	67	0.00001	591	0.00005	1860	0.00015	58	0.00001	29	0.00001	69	0.00001	101	0.00001	52	0.00001	48	0.00001	50	0.00000	52	0.00001	65	0.00001	122	0.00001	102	0.00001	0	0.00000	15	0.00000
Leposoma	174750	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erythrocystis	2822694	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lycosa	93698	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rumex	3618	G	0	0.00000	0	0.00000	847	0.00009	1077	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1381	0.00015	857	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Delevea	295516	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	997	0.00014	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Craniophora	938225	G	8189	0.00128	9125	0.00136	10083	0.00102	10646	0.00097	12594	0.00114	10746	0.00107	11037	0.00118	10770	0.00108	10472	0.00122	9458	0.00102	17715	0.00173	5891	0.00108	10117	0.00112	14326	0.00148	6602	0.00113	14628	0.00149	22102	0.00205	9461	0.00082	2630	0.00024	8861	0.00071	5670	0.00053	3736	0.00068	6794	0.00070	4820	0.00056	4965	0.00053	9275	0.00133	6384	0.00054	6531	0.00088	8818	0.00087	9721	0.00088	4558	0.00049	0	0.00000	9383	0.00124
Basiliscus	52190	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spondias	43860	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	299	0.00003	0	0.00000	550	0.00006	737	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	45	0.00001	115	0.00001	0	0.00000	157	0.00002	0	0.00000	0	0.00000
Salegentibacter	143222	G	50	0.00001	58	0.00001	99	0.00001	128	0.00001	391	0.00004	122	0.00001	196	0.00002	263	0.00003	107	0.00001	92	0.00001	528	0.00005	130	0.00002	2851	0.00032	4181	0.00043	842	0.00014	1469	0.00015	3367	0.00031	2262	0.00020	1297	0.00012	7660	0.00062	2098	0.00020	638	0.00012	2250	0.00023	2526	0.00030	2718	0.00029	837	0.00012	819	0.00007	826	0.00011	2037	0.00020	3209	0.00029	1768	0.00019	0	0.00000	86	0.00001
Synchytrium	286114	G	58	0.00001	67	0.00001	1186	0.00012	1089	0.00010	69	0.00001	78	0.00001	67	0.00001	98	0.00001	98	0.00001	638	0.00007	232	0.00002	52	0.00001	168	0.00002	250	0.00003	113	0.00002	56	0.00001	215	0.00002	155	0.00001	59	0.00001	88	0.00001	85	0.00001	46	0.00001	181	0.00002	33	0.00000	44	0.00000	80	0.00001	71	0.00001	47	0.00001	47	0.00000	97	0.00001	26	0.00000	0	0.00000	40	0.00001
Rhodomicrobium	1068	G	0	0.00000	0	0.00000	0	0.00000	13	0.00000	14	0.00000	0	0.00000	10	0.00000	26	0.00000	68	0.00001	0	0.00000	10	0.00000	11	0.00000	47	0.00001	95	0.00001	29	0.00000	54	0.00001	85	0.00001	193	0.00002	107	0.00001	547	0.00004	491	0.00005	231	0.00004	522	0.00005	232	0.00003	581	0.00006	102	0.00001	70	0.00001	15	0.00000	52	0.00001	162	0.00001	167	0.00002	0	0.00000	12	0.00000
Sicyopterus	70085	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfitobacter	60136	G	188	0.00003	176	0.00003	563	0.00006	538	0.00005	965	0.00009	680	0.00007	143	0.00002	1267	0.00013	473	0.00006	447	0.00005	242	0.00002	1260	0.00023	18652	0.00207	2642	0.00027	1012	0.00017	2370	0.00024	557	0.00005	6900	0.00060	3559	0.00032	29384	0.00236	40910	0.00386	11561	0.00210	31067	0.00322	10345	0.00121	35182	0.00375	4513	0.00065	7573	0.00064	323	0.00004	3192	0.00031	11616	0.00106	14570	0.00156	0	0.00000	501	0.00007
Waddlia	71666	G	0	0.00000	0	0.00000	110	0.00001	16	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	1483	0.00015	24	0.00000	16	0.00000	19	0.00000	101	0.00001	16	0.00000	256	0.00002	48	0.00000	11	0.00000	40	0.00000	63	0.00001	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000	101	0.00001	0	0.00000	0	0.00000
Mytella	40258	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fucus	3011	G	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Iridovirus	10487	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hydrogenophilus	70774	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	15	0.00000	26945	0.00299	0	0.00000	84	0.00001	0	0.00000	0	0.00000	12441	0.00108	0	0.00000	132	0.00001	311	0.00003	173	0.00003	234	0.00002	24	0.00000	227	0.00002	15	0.00000	79	0.00001	0	0.00000	81	0.00001	162	0.00001	185	0.00002	0	0.00000	0	0.00000
Obesumbacterium	82982	G	16	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	27	0.00000	0	0.00000	19	0.00000	17	0.00000	0	0.00000	22	0.00000	25	0.00000	0	0.00000	61	0.00001	15	0.00000	27	0.00000	181	0.00002	47	0.00000	109	0.00001	0	0.00000	47	0.00000	95	0.00001	66	0.00001	0	0.00000	21	0.00000	20	0.00000	24	0.00000	105	0.00001	94	0.00001	0	0.00000	0	0.00000
Bembidion	60800	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polaribacter	52959	G	665	0.00010	690	0.00010	1100	0.00011	1093	0.00010	1842	0.00017	1111	0.00011	933	0.00010	1165	0.00012	1551	0.00018	515	0.00006	4379	0.00043	825	0.00015	8947	0.00099	11682	0.00121	2863	0.00049	10063	0.00103	24712	0.00229	5213	0.00045	1960	0.00018	17492	0.00141	3317	0.00031	1513	0.00027	12365	0.00128	5904	0.00069	12802	0.00136	4423	0.00063	6251	0.00053	1752	0.00024	7541	0.00074	14891	0.00136	8713	0.00093	0	0.00000	679	0.00009
Cruoricaptor	1433995	G	0	0.00000	15	0.00000	11	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	14	0.00000	11	0.00000	0	0.00000	95	0.00001	87	0.00001	49	0.00001	31	0.00000	41	0.00000	217	0.00002	0	0.00000	188	0.00002	78	0.00001	22	0.00000	162	0.00002	145	0.00002	175	0.00002	12	0.00000	32	0.00000	17	0.00000	0	0.00000	37	0.00000	29	0.00000	0	0.00000	0	0.00000
Holarthrothrips	1291689	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermophilibacter	2847307	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	16	0.00000	0	0.00000	0	0.00000	29	0.00000	24	0.00000	71	0.00001	43	0.00000	26	0.00000	62	0.00001	53	0.00001	51	0.00001	42	0.00001	24	0.00000	19	0.00000	136	0.00001	74	0.00001	34	0.00000	0	0.00000	0	0.00000
Semnoderes	1415232	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sulfidibacter	2915177	G	19	0.00000	31	0.00000	18	0.00000	26	0.00000	27	0.00000	36	0.00000	23	0.00000	31	0.00000	16	0.00000	36	0.00000	22	0.00000	25	0.00000	143	0.00002	22	0.00000	130	0.00002	52	0.00001	16	0.00000	86	0.00001	81	0.00001	783	0.00006	149	0.00001	183	0.00003	411	0.00004	191	0.00002	507	0.00005	102	0.00001	245	0.00002	50	0.00001	82	0.00001	327	0.00003	118	0.00001	0	0.00000	24	0.00000
Capra	9922	G	695	0.00011	711	0.00011	588	0.00006	743	0.00007	657	0.00006	542	0.00005	500	0.00005	767	0.00008	590	0.00007	570	0.00006	344	0.00003	1052	0.00019	400	0.00004	188	0.00002	308	0.00005	130	0.00001	984	0.00009	549	0.00005	166	0.00001	338	0.00003	510	0.00005	288	0.00005	146	0.00002	178	0.00002	267	0.00003	168	0.00002	455	0.00004	495	0.00007	411	0.00004	458	0.00004	185	0.00002	0	0.00000	465	0.00006
Oligoryzomys	29120	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sabethes	53551	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermanaerosceptrum	2651578	G	14	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	24	0.00000	24	0.00000	49	0.00000	0	0.00000	0	0.00000	27	0.00000	14	0.00000	17	0.00000	50	0.00001	45	0.00001	146	0.00001	62	0.00001	103	0.00001	10	0.00000	176	0.00001	39	0.00000	12	0.00000	72	0.00001	119	0.00001	45	0.00000	86	0.00001	0	0.00000	17	0.00000	19	0.00000	16	0.00000	12	0.00000	0	0.00000	0	0.00000
Flavonifractor	946234	G	52	0.00001	21	0.00000	23	0.00000	27	0.00000	61	0.00001	11	0.00000	0	0.00000	21	0.00000	20	0.00000	28	0.00000	15	0.00000	45	0.00001	97	0.00001	194	0.00002	78	0.00001	60	0.00001	73	0.00001	144	0.00001	31	0.00000	1055	0.00008	184	0.00002	79	0.00001	243	0.00003	899	0.00011	314	0.00003	143	0.00002	21	0.00000	13	0.00000	22	0.00000	55	0.00001	102	0.00001	0	0.00000	28	0.00000
Sphaeroforma	72018	G	102	0.00002	107	0.00002	92	0.00001	100	0.00001	197	0.00002	152	0.00002	140	0.00001	169	0.00002	145	0.00002	105	0.00001	56	0.00001	129	0.00002	137	0.00002	56	0.00001	102	0.00002	52	0.00001	60	0.00001	163	0.00001	41	0.00000	121	0.00001	108	0.00001	78	0.00001	72	0.00001	147	0.00002	65	0.00001	86	0.00001	152	0.00001	208	0.00003	198	0.00002	252	0.00002	140	0.00001	0	0.00000	139	0.00002
Rhodovulum	34008	G	32	0.00001	39	0.00001	100	0.00001	119	0.00001	184	0.00002	167	0.00002	60	0.00001	144	0.00001	55	0.00001	79	0.00001	112	0.00001	218	0.00004	7664	0.00085	1691	0.00017	470	0.00008	1384	0.00014	237	0.00002	5600	0.00048	2593	0.00023	27428	0.00221	33573	0.00316	8345	0.00152	20323	0.00211	6969	0.00082	22979	0.00245	2630	0.00038	5116	0.00043	137	0.00002	1967	0.00019	5923	0.00054	8181	0.00087	0	0.00000	136	0.00002
Otho	2055652	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planococcus	1372	G	145	0.00002	160	0.00002	185	0.00002	225	0.00002	537	0.00005	524	0.00005	449	0.00005	300	0.00003	311	0.00004	196	0.00002	302	0.00003	224	0.00004	407	0.00005	1678	0.00017	391	0.00007	1316	0.00013	1765	0.00016	1765	0.00015	534	0.00005	2363	0.00019	1089	0.00010	503	0.00009	3121	0.00032	1361	0.00016	1537	0.00016	838	0.00012	4689	0.00039	802	0.00011	6043	0.00060	6290	0.00057	2702	0.00029	0	0.00000	3602	0.00048
Xylechinosomus	141196	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37747	0.00350	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wasmannia	64792	G	430	0.00007	429	0.00006	387	0.00004	398	0.00004	583	0.00005	547	0.00005	540	0.00006	775	0.00008	465	0.00005	421	0.00005	528	0.00005	393	0.00007	369	0.00004	600	0.00006	256	0.00004	331	0.00003	850	0.00008	573	0.00005	164	0.00001	463	0.00004	424	0.00004	384	0.00007	263	0.00003	264	0.00003	308	0.00003	158	0.00002	592	0.00005	423	0.00006	646	0.00006	367	0.00003	209	0.00002	0	0.00000	490	0.00007
Ketobacter	2025617	G	19	0.00000	17	0.00000	340	0.00003	363	0.00003	21	0.00000	11	0.00000	0	0.00000	27	0.00000	206	0.00002	402	0.00004	170	0.00002	19	0.00000	132	0.00001	25	0.00000	22	0.00000	26	0.00000	23	0.00000	86	0.00001	136	0.00001	66	0.00001	57	0.00001	51	0.00001	83	0.00001	81	0.00001	65	0.00001	39	0.00001	48	0.00000	23	0.00000	34	0.00000	217	0.00002	175	0.00002	0	0.00000	0	0.00000
Roseateles	93681	G	0	0.00000	0	0.00000	0	0.00000	16	0.00000	13	0.00000	0	0.00000	14	0.00000	16	0.00000	16	0.00000	12	0.00000	14	0.00000	20	0.00000	83	0.00001	22	0.00000	49	0.00001	25	0.00000	16	0.00000	124	0.00001	75	0.00001	192	0.00002	164	0.00002	66	0.00001	151	0.00002	135	0.00002	143	0.00002	134	0.00002	229	0.00002	25	0.00000	188	0.00002	156	0.00001	484	0.00005	0	0.00000	0	0.00000
Tardiphaga	1395974	G	50	0.00001	40	0.00001	21	0.00000	33	0.00000	64	0.00001	45	0.00000	52	0.00001	67	0.00001	31	0.00000	29	0.00000	53	0.00001	43	0.00001	225	0.00002	204	0.00002	268	0.00005	118	0.00001	117	0.00001	433	0.00004	260	0.00002	1202	0.00010	1246	0.00012	569	0.00010	1269	0.00013	679	0.00008	2159	0.00023	182	0.00003	346	0.00003	77	0.00001	560	0.00006	563	0.00005	836	0.00009	0	0.00000	50	0.00001
Leitoscoloplos	273004	G	89	0.00001	88	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dongshaea	2802288	G	0	0.00000	0	0.00000	15	0.00000	14	0.00000	18	0.00000	19	0.00000	0	0.00000	42	0.00000	0	0.00000	14	0.00000	15	0.00000	18	0.00000	26	0.00000	23	0.00000	53	0.00001	13	0.00000	56	0.00001	28	0.00000	103	0.00001	72	0.00001	39	0.00000	31	0.00001	61	0.00001	94	0.00001	121	0.00001	31	0.00000	38	0.00000	20	0.00000	22	0.00000	102	0.00001	86	0.00001	0	0.00000	22	0.00000
Bolbitis	84611	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1375	0.00016	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinisphaera	180541	G	179	0.00003	0	0.00000	12	0.00000	20	0.00000	25	0.00000	31	0.00000	10	0.00000	23	0.00000	0	0.00000	11	0.00000	0	0.00000	16	0.00000	484	0.00005	17	0.00000	221	0.00004	10	0.00000	0	0.00000	53	0.00000	17	0.00000	914	0.00007	164	0.00002	57	0.00001	144	0.00001	387	0.00005	742	0.00008	41	0.00001	75	0.00001	21	0.00000	68	0.00001	140	0.00001	585	0.00006	0	0.00000	0	0.00000
Cyphophthalmus	297738	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	100	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
